시도명,시군구명,관할구청,신호등 위치
경상남도,창원시,마산합포구,진동택지사거리
경상남도,창원시,마산합포구,진북건화삼거리
경상남도,창원시,마산합포구,진북해동산업입구
경상남도,창원시,마산합포구,진북동해오일뱅크
경상남도,창원시,마산합포구,진북신촌농공단지
경상남도,창원시,마산합포구,진북부평마을입구
경상남도,창원시,마산합포구,삼진운동장
경상남도,창원시,마산합포구,북성로원할인마트
경상남도,창원시,마산합포구,가포건우아파트
경상남도,창원시,마산합포구,예곡동청량산입구
경상남도,창원시,마산합포구,예곡동삼화가스충전소
경상남도,창원시,마산합포구,월영헤븐하임
경상남도,창원시,마산합포구,현동묘촌마을
경상남도,창원시,마산합포구,현동중흥S클래스3차
경상남도,창원시,마산합포구,현동중흥S클래스1차
경상남도,창원시,마산합포구,현동그린품에
경상남도,창원시,마산합포구,월영가포부영2차삼거리
경상남도,창원시,마산합포구,현동초등학교정문
경상남도,창원시,마산합포구,가포부영아파트정문
경상남도,창원시,마산합포구,웰메이드오피스텔
경상남도,창원시,마산합포구,노인복지관
경상남도,창원시,마산합포구,용마산주유소
경상남도,창원시,마산합포구,가포아이포트 정문
경상남도,창원시,마산합포구,가포고등학교
경상남도,창원시,마산합포구,성지아울렛
경상남도,창원시,마산합포구,산호시장입구
경상남도,창원시,마산합포구,마산썬프라자
경상남도,창원시,마산합포구,문창교회
경상남도,창원시,마산합포구,월영동SK뷰
경상남도,창원시,마산합포구,월영광장남측보행
경상남도,창원시,마산합포구,만날재교차로
경상남도,창원시,마산합포구,귀정교차로
경상남도,창원시,마산합포구,오동파출소
경상남도,창원시,마산합포구,성호오거리
경상남도,창원시,마산합포구,현동성원빌딩사거리
경상남도,창원시,마산합포구,월영부성빌라
경상남도,창원시,마산합포구,마산정우빌라
경상남도,창원시,마산합포구,국립마산병원
경상남도,창원시,마산합포구,동아1차아파트
경상남도,창원시,마산합포구,해운초교후문
경상남도,창원시,마산합포구,경남대제1공학관
경상남도,창원시,마산합포구,풀꽃향기삼거리
경상남도,창원시,마산합포구,현대지게차삼거리
경상남도,창원시,마산합포구,황실온천삼거리
경상남도,창원시,마산합포구,외추주차장
경상남도,창원시,마산합포구,가포건화그린맨션
경상남도,창원시,마산합포구,마산소방정대사거리
경상남도,창원시,마산합포구,가포신항터널 가포측삼거리
경상남도,창원시,마산합포구,마린애시앙 133동 앞
경상남도,창원시,마산합포구,마린애시앙 후문
경상남도,창원시,마산합포구,부용초등학교 삼거리
경상남도,창원시,마산합포구,중리내서농협 단일로
경상남도,창원시,마산합포구,중리파출소 앞 단일로
경상남도,창원시,마산회원구,동마산전화국
경상남도,창원시,마산회원구,동마산IC
경상남도,창원시,마산회원구,구암사거리
경상남도,창원시,마산회원구,복음병원
경상남도,창원시,마산회원구,덕재굴다리
경상남도,창원시,마산회원구,경남은행합성
경상남도,창원시,마산회원구,마산역
경상남도,창원시,마산회원구,석전초등학교
경상남도,창원시,마산회원구,석전교사거리
경상남도,창원시,마산회원구,석전삼거리
경상남도,창원시,마산회원구,회원사거리
경상남도,창원시,마산회원구,육호신호대 
경상남도,창원시,마산회원구,한일2차아파트
경상남도,창원시,마산회원구,양덕사거리
경상남도,창원시,마산회원구,서마산IC
경상남도,창원시,마산회원구,북성초등학교
경상남도,창원시,마산회원구,자유무역2공구
경상남도,창원시,마산회원구,3.15아트센터
경상남도,창원시,마산회원구,석전공동탁주
경상남도,창원시,마산회원구,석전사거리
경상남도,창원시,마산회원구,동중사거리
경상남도,창원시,마산회원구,어린교
경상남도,창원시,마산회원구,양덕시장입구
경상남도,창원시,마산회원구,봉덕사거리
경상남도,창원시,마산회원구,창신고교
경상남도,창원시,마산회원구,무학소주
경상남도,창원시,마산회원구,경남모직
경상남도,창원시,마산회원구,산해원교회
경상남도,창원시,마산회원구,봉암삼거리
경상남도,창원시,마산회원구,동마산IC 2
경상남도,창원시,마산회원구,팔용교육단지
경상남도,창원시,마산회원구,마산동부경찰서
경상남도,창원시,마산회원구,양덕경남아파트
경상남도,창원시,마산회원구,양덕1동사무소
경상남도,창원시,마산회원구,한일광장
경상남도,창원시,마산회원구,양덕동참빛교회
경상남도,창원시,마산회원구,수출후문
경상남도,창원시,마산회원구,산호천복개로횡단보도
경상남도,창원시,마산회원구,창신대학입구
경상남도,창원시,마산회원구,서마산교회
경상남도,창원시,마산회원구,국제주유소
경상남도,창원시,마산회원구,코스모스아파트
경상남도,창원시,마산회원구,태우슈퍼
경상남도,창원시,마산회원구,청우아파트
경상남도,창원시,마산회원구,경남종합사회복지관
경상남도,창원시,마산회원구,MBC경남
경상남도,창원시,마산회원구,양덕한일3차아파트
경상남도,창원시,마산회원구,서광아파트
경상남도,창원시,마산회원구,고속버스터미널
경상남도,창원시,마산회원구,우리누리청소년문화센터
경상남도,창원시,마산회원구,양덕초등학교
경상남도,창원시,마산회원구,회성우체국
경상남도,창원시,마산회원구,양덕지구대
경상남도,창원시,마산회원구,봉암대교아파트
경상남도,창원시,마산회원구,회성신호대
경상남도,창원시,마산회원구,양덕대림아파트
경상남도,창원시,마산회원구,두곡마을입구
경상남도,창원시,마산회원구,두척동화훼단지
경상남도,창원시,마산회원구,한효국화맨션
경상남도,창원시,마산회원구,합포여중
경상남도,창원시,마산회원구,두척교
경상남도,창원시,마산회원구,마재고개삼거리
경상남도,창원시,마산회원구,중리삼거리
경상남도,창원시,마산회원구,중리현대아파트
경상남도,창원시,마산회원구,중리현대프라자
경상남도,창원시,마산회원구,중리코오롱아파트
경상남도,창원시,마산회원구,평계교앞
경상남도,창원시,마산회원구,평성사거리
경상남도,창원시,마산회원구,윗구슬마을입구
경상남도,창원시,마산회원구,아랫구슬마을입구
경상남도,창원시,마산회원구,동서병원/서광2차
경상남도,창원시,마산회원구,호계농협
경상남도,창원시,마산회원구,중리구슬마을입구
경상남도,창원시,마산회원구,내서초등학교
경상남도,창원시,마산회원구,자유무역2공구후문
경상남도,창원시,마산회원구,내서나들목입구
경상남도,창원시,마산회원구,삼계중학교
경상남도,창원시,마산회원구,내서여고
경상남도,창원시,마산회원구,중리한주아파트
경상남도,창원시,마산회원구,중리현대자동차학원
경상남도,창원시,마산회원구,중리동신아파트
경상남도,창원시,마산회원구,마산농산물도매시장
경상남도,창원시,마산회원구,코오롱하늘채아파트
경상남도,창원시,마산회원구,삼계삼거리
경상남도,창원시,마산회원구,한우리아파트
경상남도,창원시,마산회원구,대동다숲아파트
경상남도,창원시,마산회원구,삼계사거리
경상남도,창원시,마산회원구,삼계주공1단지
경상남도,창원시,마산회원구,내서상곡사거리
경상남도,창원시,마산회원구,내서중학교
경상남도,창원시,마산회원구,내서전화국
경상남도,창원시,마산회원구,내서소방파출소
경상남도,창원시,마산회원구,봉암동팔용교
경상남도,창원시,마산회원구,삼성병원
경상남도,창원시,마산회원구,회성유료주차장
경상남도,창원시,마산회원구,동남주유소
경상남도,창원시,마산회원구,성동산업정문
경상남도,창원시,마산회원구,자유무역내삼거리
경상남도,창원시,마산회원구,내서한일유엔아이
경상남도,창원시,마산회원구,내서경서에너지
경상남도,창원시,마산회원구,무역로3부두앞사거리
경상남도,창원시,마산회원구,내서호계교
경상남도,창원시,마산회원구,숲속주공3단지
경상남도,창원시,마산회원구,숲속주공6단지
경상남도,창원시,마산회원구,구암동사무소뒷편삼거리
경상남도,창원시,마산회원구,양덕초등후문
경상남도,창원시,마산회원구,중리역
경상남도,창원시,마산회원구,중리죽암삼거리
경상남도,창원시,마산회원구,내서성운유치원
경상남도,창원시,마산회원구,마산대정문
경상남도,창원시,마산회원구,마산대중문
경상남도,창원시,마산회원구,마산대후문
경상남도,창원시,마산회원구,내서용담삼거리
경상남도,창원시,마산회원구,내서용담주유소
경상남도,창원시,마산회원구,마산동부교회
경상남도,창원시,마산회원구,중리초등학교
경상남도,창원시,마산회원구,내서천지빌딩
경상남도,창원시,마산회원구,내서청아병원
경상남도,창원시,마산회원구,마산가고파초등학교
경상남도,창원시,마산회원구,내서지구대
경상남도,창원시,마산회원구,내서용마정비
경상남도,창원시,마산회원구,마산밸리입구
경상남도,창원시,마산회원구,3.15국립묘지입구
경상남도,창원시,마산회원구,제2금강산입구
경상남도,창원시,마산회원구,3.15대로합성교
경상남도,창원시,마산회원구,양덕메트로단지102동앞
경상남도,창원시,마산회원구,백수낚시
경상남도,창원시,마산회원구,하이트맥주연수원앞1
경상남도,창원시,마산회원구,양덕통합교
경상남도,창원시,마산회원구,석전동봉국사입구보행
경상남도,창원시,마산회원구,내서삼계농협보행
경상남도,창원시,마산회원구,마재고갯길입구보행
경상남도,창원시,마산회원구,내서농산물시장경매동앞
경상남도,창원시,마산회원구,내서안계초등학교
경상남도,창원시,마산회원구,양덕동메트로시티정문
경상남도,창원시,마산회원구,양덕동율림교앞
경상남도,창원시,마산회원구,삼호로석전지하차도위보행
경상남도,창원시,마산회원구,산호천마산시민교회보행
경상남도,창원시,마산회원구,내서서진아파트
경상남도,창원시,마산회원구,구암동현대시장사거리
경상남도,창원시,마산회원구,(구)성동조선
경상남도,창원시,마산회원구,신덕재사거리
경상남도,창원시,마산회원구,합성동무학아파트
경상남도,창원시,마산회원구,산호동성수빌라
경상남도,창원시,마산회원구,양덕삼성버킹궁아파트보행
경상남도,창원시,마산회원구,마산무학여고보행자
경상남도,창원시,마산회원구,삼계이미지1차정문
경상남도,창원시,마산회원구,삼계이미지2차정문
경상남도,창원시,마산회원구,삼계초등학교
경상남도,창원시,마산회원구,경남은행회원점
경상남도,창원시,마산회원구,호계본동
경상남도,창원시,마산회원구,내서안성마을사거리
경상남도,창원시,마산회원구,신우아파트
경상남도,창원시,마산회원구,한샘가든삼거리
경상남도,창원시,마산회원구,내서평성삼거리
경상남도,창원시,마산회원구,국민건강보험마산지점
경상남도,창원시,마산회원구,양덕롯데마트앞
경상남도,창원시,마산회원구,메트로시티상가앞
경상남도,창원시,마산회원구,메트로시티2차정문앞
경상남도,창원시,마산회원구,마산교도소(송평로)
경상남도,창원시,마산회원구,대덕영재학원
경상남도,창원시,마산회원구,정우맨션후문
경상남도,창원시,마산회원구,중리지능기계센터
경상남도,창원시,마산회원구,석보아파트
경상남도,창원시,마산회원구,양덕2동동사무소
경상남도,창원시,마산회원구,고려화이트빌 앞
경상남도,창원시,마산회원구,내서우체국
경상남도,창원시,마산회원구,내서석전충전소
경상남도,창원시,마산회원구,내서현대1급정비
경상남도,창원시,마산회원구,화이트맥주연수원앞2
경상남도,창원시,마산회원구,합성동롯데캐슬정문
경상남도,창원시,마산회원구,롯데캐슬105동앞
경상남도,창원시,마산회원구,합성동롯데캐슬101동
경상남도,창원시,마산회원구,중리CJ물류센터
경상남도,창원시,마산회원구,근주공원앞
경상남도,창원시,진해구,풍호오거리
경상남도,창원시,진해구,덕산삼거리
경상남도,창원시,진해구,신이동삼거리
경상남도,창원시,진해구,염전사거리
경상남도,창원시,진해구,경화시장
경상남도,창원시,진해구,육정문삼거리
경상남도,창원시,진해구,태백삼거리
경상남도,창원시,진해구,대야삼거리
경상남도,창원시,진해구,중앙시장
경상남도,창원시,진해구,진해고
경상남도,창원시,진해구,시민회관
경상남도,창원시,진해구,구시청사거리
경상남도,창원시,진해구,진해용원코아루보행
경상남도,창원시,진해구,이동택지사거리
경상남도,창원시,진해구,찬새미삼거리
경상남도,창원시,진해구,가마니골삼거리
경상남도,창원시,진해구,냉천사거리
경상남도,창원시,진해구,태평사거리
경상남도,창원시,진해구,중앙고삼거리
경상남도,창원시,진해구,중부시장삼거리
경상남도,창원시,진해구,돌리사거리
경상남도,창원시,진해구,경화역
경상남도,창원시,진해구,벚꽃마을사거리
경상남도,창원시,진해구,진해역
경상남도,창원시,진해구,상공회의소
경상남도,창원시,진해구,진해운동장
경상남도,창원시,진해구,3호광장사거리
경상남도,창원시,진해구,역촌사거리
경상남도,창원시,진해구,포스텍정문
경상남도,창원시,진해구,웅천사거리
경상남도,창원시,진해구,마천삼거리
경상남도,창원시,진해구,회야골삼거리
경상남도,창원시,진해구,용재삼거리
경상남도,창원시,진해구,석동주공
경상남도,창원시,진해구,송곡삼거리
경상남도,창원시,진해구,복개천삼거리
경상남도,창원시,진해구,태백파출소
경상남도,창원시,진해구,공주고개
경상남도,창원시,진해구,안골포삼거리
경상남도,창원시,진해구,풍덕포
경상남도,창원시,진해구,돌치기보행
경상남도,창원시,진해구,풍호공원삼거리
경상남도,창원시,진해구,송곡삼거리(상)
경상남도,창원시,진해구,여좌사거리
경상남도,창원시,진해구,용원초등학교
경상남도,창원시,진해구,경이교사거리
경상남도,창원시,진해구,만리들사거리
경상남도,창원시,진해구,냉천2사거리
경상남도,창원시,진해구,석동초등학교(냉천3사거리)
경상남도,창원시,진해구,이동교삼거리
경상남도,창원시,진해구,자은주공아파트 앞
경상남도,창원시,진해구,용원사거리
경상남도,창원시,진해구,풍호구청
경상남도,창원시,진해구,풍호초등사거리
경상남도,창원시,진해구,자은본동사거리
경상남도,창원시,진해구,해군아파트사거리
경상남도,창원시,진해구,자은교사거리
경상남도,창원시,진해구,새마을사거리
경상남도,창원시,진해구,용원동사무소
경상남도,창원시,진해구,진해수협삼거리
경상남도,창원시,진해구,태평2사거리
경상남도,창원시,진해구,중초삼거리
경상남도,창원시,진해구,장복터널사거리
경상남도,창원시,진해구,재덕사거리
경상남도,창원시,진해구,진해경찰서
경상남도,창원시,진해구,동천3교
경상남도,창원시,진해구,해군교육사령부
경상남도,창원시,진해구,웅동농협삼거리
경상남도,창원시,진해구,안청초등학교
경상남도,창원시,진해구,광석골삼거리
경상남도,창원시,진해구,돌리보행자
경상남도,창원시,진해구,진해교육청 삼거리
경상남도,창원시,진해구,동진삼거리
경상남도,창원시,진해구,용원택지사거리
경상남도,창원시,진해구,속천옥포
경상남도,창원시,진해구,용원새안골삼거리
경상남도,창원시,진해구,도천초등학교
경상남도,창원시,진해구,여좌삼거리(구.대야초등)
경상남도,창원시,진해구,용재한길
경상남도,창원시,진해구,용원고삼거리
경상남도,창원시,진해구,장천오거리
경상남도,창원시,진해구,대동정문삼거리
경상남도,창원시,진해구,대동후문삼거리
경상남도,창원시,진해구,상리마을보행
경상남도,창원시,진해구,상리마을삼거리
경상남도,창원시,진해구,나눔사거리
경상남도,창원시,진해구,장복초등학교
경상남도,창원시,진해구,시설전대정문
경상남도,창원시,진해구,경화치안센터
경상남도,창원시,진해구,새골삼거리옆보행자
경상남도,창원시,진해구,자은동삼성아파트
경상남도,창원시,진해구,GS슈퍼마켓
경상남도,창원시,진해구,해군기지사령부
경상남도,창원시,진해구,중앙시장입구
경상남도,창원시,진해구,어은마을입구
경상남도,창원시,진해구,어은사거리
경상남도,창원시,진해구,태백동해군아파트보행
경상남도,창원시,진해구,덕산동충장로입구
경상남도,창원시,진해구,덕산동성당입구
경상남도,창원시,진해구,경화교회
경상남도,창원시,진해구,진해제일교회
경상남도,창원시,진해구,진해속천카페리
경상남도,창원시,진해구,진해속천종점
경상남도,창원시,진해구,두산위브아파트
경상남도,창원시,진해구,자은아이존빌아파트
경상남도,창원시,진해구,진해루
경상남도,창원시,진해구,안청초교뒤삼거리
경상남도,창원시,진해구,안골포초등학교삼거리
경상남도,창원시,진해구,낙영한의원사거리
경상남도,창원시,진해구,장천해군관사입구
경상남도,창원시,진해구,장천버스회차지삼거리
경상남도,창원시,진해구,풍호마린푸르지오정문
경상남도,창원시,진해구,자은변전소사거리
경상남도,창원시,진해구,여좌그린주유소
경상남도,창원시,진해구,풍호마린푸르지오주출입구
경상남도,창원시,진해구,풍호마린푸르지오부출입구
경상남도,창원시,진해구,풍호평화마을
경상남도,창원시,진해구,냉천초교앞삼거리
경상남도,창원시,진해구,자은에이린의뜰
경상남도,창원시,진해구,자은프라임
경상남도,창원시,진해구,자은프라임후문
경상남도,창원시,진해구,안골포중
경상남도,창원시,진해구,덕산초
경상남도,창원시,진해구,세기자동차
경상남도,창원시,진해구,성진한의원
경상남도,창원시,진해구,용원 빛과소금교회
경상남도,창원시,진해구,용원 푸르지오 104동 앞
경상남도,창원시,진해구,진해자은에이스빌딩
경상남도,창원시,진해구,자은LH102동앞
경상남도,창원시,진해구,자은M타워
경상남도,창원시,진해구,정우M빌딩
경상남도,창원시,진해구,자비암입구
경상남도,창원시,진해구,중흥S클래스
경상남도,창원시,진해구,미고문단오거리
경상남도,창원시,진해구,해군관사삼거리
경상남도,창원시,진해구,용원어시장사거리
경상남도,창원시,진해구,용원교사거리
경상남도,창원시,진해구,지흥빌라
경상남도,창원시,진해구,부영13블럭앞
경상남도,창원시,진해구,오송스퀘어
경상남도,창원시,진해구,센텀빌딩
경상남도,창원시,진해구,신항만주차장
경상남도,창원시,진해구,동방물류센터
경상남도,창원시,진해구,부영아파트6블럭
경상남도,창원시,진해구,초록공원사거리
경상남도,창원시,진해구,신항초등학교
경상남도,창원시,진해구,부영아파트8단지 입구
경상남도,창원시,진해구,애플상가삼거리
경상남도,창원시,진해구,부영아파트8단지 단일로
경상남도,창원시,진해구,마린타워
경상남도,창원시,진해구,이지더원2차정문삼거리
경상남도,창원시,진해구,GW코퍼레이션
경상남도,창원시,진해구,이지더원1차서기리
경상남도,창원시,진해구,용원국민체육센터
경상남도,창원시,진해구,진해유치원
경상남도,창원시,진해구,리젠시빌란트삼거리
경상남도,창원시,진해구,성영사거리
경상남도,창원시,진해구,풍산정밀사거리
경상남도,창원시,진해구,제이원빌딩
경상남도,창원시,진해구,세스페데스공원사거리
경상남도,창원시,진해구,남문프라디움 2차 201동
경상남도,창원시,진해구,CU진해남문중앙점
경상남도,창원시,진해구,남문프라디움1차후문
경상남도,창원시,진해구,리젠시빌란트2차
경상남도,창원시,진해구,웅천초교삼거리
경상남도,창원시,진해구,남문프라디움2차정문
경상남도,창원시,진해구,남문프라디움2차후문
경상남도,창원시,진해구,남문프라디움 207동
경상남도,창원시,진해구,용원복지회관
경상남도,창원시,진해구,진해동부초등학교
경상남도,창원시,진해구,냉천중학교 앞
경상남도,창원시,진해구,진희로삼거리
경상남도,창원시,진해구,천년나무아파트
경상남도,창원시,진해구,대밭사거리
경상남도,창원시,진해구,장천일신휴아파트
경상남도,창원시,진해구,부영3차아파트 정문
경상남도,창원시,진해구,신흥빌라
경상남도,창원시,진해구,STX삼거리
경상남도,창원시,진해구,중앙오션
경상남도,창원시,진해구,오리엔탈마린텍
경상남도,창원시,진해구,청명그린빌삼거리
경상남도,창원시,진해구,석동2 행복주택
경상남도,창원시,진해구,웅동중학교
경상남도,창원시,진해구,해인로즈빌아파트
경상남도,창원시,진해구,웅동2동주민센터
경상남도,창원시,진해구,장천푸르지오2차 주차장 교차로
경상남도,창원시,진해구,대야초등학교 앞
경상남도,창원시,진해구,부영6단지605동옆(진해신항)
경상남도,창원시,진해구,드림타워(진해신항)
경상남도,창원시,진해구,지앤지(진해신항)
경상남도,창원시,진해구,안평교차로1
경상남도,창원시,진해구,안평교차로2
경상남도,창원시,진해구,경화초등학교
경상남도,창원시,진해구,자은농협 앞
경상남도,창원시,진해구,자은초등학교
경상남도,창원시,진해구,부영2단지정문
경상남도,창원시,진해구,부영2단지단일로
경상남도,창원시,진해구,신항14번신호등삼거리
경상남도,창원시,진해구,어린이공원31호단일로
경상남도,창원시,진해구,어린이공원32호단일로
경상남도,창원시,진해구,소사교차로
경상남도,창원시,진해구,진해운동교차로
경상남도,창원시,진해구,남양동공단교차로
