대한민국 경상남도 창원시 성산구 중앙동 67-19,"['35.2251529', '128.6779275']",1
대한민국 서울특별시 동작구 대방동 508,"['37.5130915', '126.929391']",1
대한민국 경상남도 창원시 성산구 가음로,"['35.2068316', '128.7023361']",17
대한민국 경상남도 창원시 성산구 천선동 1142,"['35.1878243', '128.6943992']",26
대한민국 경상남도 창원시 성산구 중앙동 94-4,"['35.2244864', '128.6783163']",5
대한민국 경상남도 창원시 성산구 가음정동 가음정로23번길 33,"['35.211453', '128.690377']",1
대한민국 경상남도 창원시 성산구 상남동 4-4번지 1층,"['35.2232314', '128.6862312']",8
대한민국 경상남도 창원시 성산구 상남동 23-1,"['35.2211813', '128.6818439']",46
대한민국 경상남도 창원시 진해구 도만동 1,"['35.1478561', '128.6549595']",7
대한민국 경기도 화성시 반송동 탄요1길 13,"['37.190273', '127.07128']",4
대한민국 경상남도 창원시 성산구 상남동 1-1,"['35.2247642', '128.6842324']",26
상남동 상남오거리,"['35.2196815', '128.6840659']",289
대한민국 경상남도 창원시 성산구 중앙동 100-4,"['35.2200437', '128.6760228']",18
대한민국 성산구 중앙동 100-2번지 201호 현대오피스텔 창원시 경상남도 KR,"['35.22065740000001', '128.6763827']",14
대한민국 울산광역시 중구 성남동 젊음의거리 73,"['35.5543759', '129.3210248']",13
대한민국 경상남도 창원시 성산구 반지동 80-1,"['35.2405953', '128.6626785']",14
대한민국 경상남도 창원시 성산구 성산동 77-1,"['35.2061272', '128.6629572']",168
대한민국 경상남도 창원시 성산구 사파정동 630,"['35.2179598', '128.701981']",1
대한민국 경상남도 창원시 성산구 성산동 58,"['35.1960731', '128.678206']",44
대한민국 경상남도 창원시 성산구 대방동 창이대로899번길 13,"['35.2055725', '128.7080918']",31
대한민국 경상남도 창원시 성산구 반림동,"['35.242289', '128.6682049']",4
대한민국 경상남도 창원시 성산구 상남동 73-1,"['35.2211535', '128.6804829']",1
대한민국 경상남도 창원시 성산구 내동 452-15,"['35.2236806', '128.6589571']",1
대한민국 서울특별시 서초구 방배동,"['37.4938216', '126.9845543']",7
대한민국 경상남도 창원시 성산구 내동 452-14,"['35.2235417', '128.6580405']",48
대한민국 경상남도 창원시 성산구 중앙동 85-8,"['35.2258642', '128.6785834']",2
대한민국 경상남도 창원시 성산구 사파동 92,"['35.2207928', '128.7037585']",3
대한민국 경상남도 창원시 성산구 상남동 15-4,"['35.2225978', '128.6822882']",10
대한민국 경상남도 창원시 성산구 중앙동 외동반림로20번길,"['35.22407889999999', '128.6749145']",8
대한민국 경상남도 창원시 성산구 남양동 24,"['35.2095719', '128.7017312']",2
대한민국 경상남도 창원시 성산구 가음정동,"['35.2106273', '128.7011201']",17
대한민국 경상남도 창원시 성산구 신촌동 33-1,"['35.2008494', '128.6278772']",66
대한민국 경상남도 창원시 성산구 사파동 142,"['35.2213204', '128.6948982']",25
대한민국 경상남도 창원시 성산구 중앙동 두대로 219,"['35.224014', '128.6655953']",18
대한민국 경상남도 창원시 성산구 내동 456 12번지 KR,"['35.2175531', '128.6685582']",3
대한민국 경상남도 창원시 성산구 상남동 81-1,"['35.2192649', '128.6845103']",19
대한민국 경상남도 창원시 성산구 사파동 신사로 155,"['35.2188117', '128.7005337']",29
대한민국 경상남도 창원시 성산구 상남동 2-8,"['35.22307', '128.6872044']",6
대한민국 경상남도 창원시 성산구 안민동 214-1,"['35.1886575', '128.6888719']",64
대한민국 서울특별시 동작구 대방동 375-51,"['37.5054226', '126.9245509']",3
대한민국 경상남도 창원시 성산구 가음동 원이대로878번길 20,"['35.2107938', '128.692982']",53
대한민국 경상남도 창원시 성산구 중앙동 연덕로 144,"['35.21543279999999', '128.6643024']",3
대한민국 경상남도 창원시 성산구 가음동 14-5,"['35.2101828', '128.6933709']",24
대한민국 경상남도 창원시 성산구 가음정동,"['35.2137208', '128.6926974']",3
대한민국 경상남도 창원시 성산구 가음정동 625-2,"['35.2094912', '128.6865472']",1
대한민국 경상남도 창원시 성산구 대방동 356,"['35.2129605', '128.7065084']",41
대한민국 경상남도 창원시 성산구 중앙동 101-2,"['35.2190425', '128.6750112']",52
대한민국 경상남도 창원시 성산구 중앙동 외동반림로 51-88,"['35.2276195', '128.6690117']",33
대한민국 서울특별시 동작구 대방동 500,"['37.5093742', '126.9257818']",16
대한민국 서울특별시 동작구 대방동 378-3,"['37.5033238', '126.9253173']",2
대한민국 경상남도 창원시 성산구 신촌동 66,"['35.2116255', '128.6089898']",18
대한민국 경상남도 창원시 성산구 천선동 670-2,"['35.1843526', '128.7008153']",1
대한민국 경상남도 창원시 성산구 상남동,"['35.2217645', '128.6791774']",6
대한민국 경상남도 창원시 성산구 상남동 75-2,"['35.2226107', '128.6800898']",15
대한민국 경상남도 창원시 성산구 중앙동 104-1,"['35.2184434', '128.6711261']",155
대한민국 경상남도 창원시 성산구 중앙동 95-1,"['35.224036', '128.678417']",14
대한민국 경상남도 창원시 성산구 중앙동 두대로 203,"['35.224376', '128.663743']",3
대한민국 경상남도 창원시 창원시 성산구 대방동 대정로 132,"['35.2114117', '128.7068427']",27
대한민국 경상남도 사천시 대방동 322-29,"['34.9306211', '128.055688']",4
대한민국 서울특별시 동작구 대방동 378-1,"['37.5034933', '126.9253261']",1
대한민국 경상남도 창원시 성산구 반지동,"['35.2445114', '128.6603453']",21
대한민국 경상남도 창원시 성산구 상남동 19-2번지 1층,"['35.2211713', '128.685825']",18
대한민국 경상남도 창원시 마산회원구 내서읍 삼계리,"['35.2296769', '128.4963332']",14
대한민국 경상남도 창원시 성산구 사파동,"['35.2092943', '128.7074251']",57
대한민국 경남 창원시 성산구 상남동 74-6,"['35.2204868', '128.6782331']",2
대한민국 경상남도 창원시 성산구 성산동 58-20,"['35.1993474', '128.6752067']",1
대한민국 경상남도 창원시 성산구 상남동 44-1,"['35.221055', '128.6901717']",5
대한민국 경상남도 창원시 성산구 사파동 113-10,"['35.2215574', '128.6963483']",1
대한민국 경상남도 창원시 성산구 남양동 9,"['35.2130715', '128.7005368']",35
대한민국 경상남도 창원시 성산구 대방동 비음로 234,"['35.21484179999999', '128.7098669']",5
대한민국 경상남도 창원시 성산구 상남동 14-5,"['35.2226534', '128.6844547']",15
대한민국 경상남도 창원시 의창구 용호동 73-62,"['35.2284304', '128.6794272']",78
대한민국 경상남도 창원시 성산구 대방동 369-1,"['35.2100165', '128.7110637']",6
대한민국 경상남도 창원시 성산구 대방동,"['35.2091554', '128.7066752']",33
대한민국 경기도 용인시 처인구 김량장동 323-6,"['37.2351552', '127.2004122']",4
대한민국 경상남도 창원시 성산구 상남동 1-5번지 KR,"['35.2242425', '128.6851665']",16
대한민국 성산구 사파동 11-4번지 1층 103호 성오빌딩 창원시 경상남도 KR,"['35.2258311', '128.6988345']",31
대한민국 경상남도 창원시 성산구 가음정동 가음로 66,"['35.2072541', '128.7020822']",3
대한민국 경상남도 창원시 성산구 외동 853-22,"['35.2105714', '128.6819275']",8
대한민국 경상남도 창원시 성산구 성산동 79,"['35.2021555', '128.6674291']",5
대한민국 경상남도 창원시 성산구 사파동 창이대로707번길,"['35.2218647', '128.7023027']",1
대한민국 경상남도 창원시 성산구 상남동 46,"['35.2140712', '128.6902599']",76
대한민국 경상남도 창원시 성산구 사파동 1,"['35.22507', '128.6998976']",46
대한민국 경상남도 창원시 성산구 삼정자동 174,"['35.1950243', '128.7140805']",152
대한민국 경상남도 창원시 성산구 웅남동 62-9,"['35.2098766', '128.6574298']",3
대한민국 경상남도 창원시 성산구 가음정동 57,"['35.2126752', '128.6885675']",41
대한민국 경상남도 창원시 성산구 웅남동 웅남로 510,"['35.2111267', '128.667651']",1
대한민국 경상남도 창원시 성산구 가음정동 207-5,"['35.2093795', '128.6890735']",1
대한민국 경상남도 창원시 성산구 대방동 355,"['35.2151382', '128.7085075']",37
대한민국 성산구 성산동 77-1번지 창원SK테크노파크 메카존 209호 창원시 경상남도 KR,"['35.2055971', '128.6637619']",10
대한민국 경상남도 창원시 마산회원구 석전동 261-1,"['35.2287245', '128.5740475']",2
대한민국 성주동 불모산,"['35.1625226', '128.7414788']",17
대한민국 경상남도 창원시 성산구 성주동,"['35.1961014', '128.7097586']",3
대한민국 경상남도 창원시 성산구 대방동 377-3,"['35.2039951', '128.7115023']",471
대한민국 경상남도 창원시 성산구 가음동,"['35.205739', '128.7030923']",2
대한민국 경상남도 창원시 성산구 반송동 반송로,"['35.2396264', '128.666459']",92
대한민국 경상남도 창원시 성산구 외동 853-16,"['35.2129877', '128.6764835']",45
대한민국 경상남도 김해시 내동 129-7,"['35.2454373', '128.8649393']",10
대한민국 경상남도 창원시 성산구 중앙동 연덕로 171,"['35.2186321', '128.6625858']",1
대한민국 성산구 상남동 19-1번지 108호 새마음프라자 창원시 경상남도 KR,"['35.2213507', '128.6859737']",9
대한민국 성산구 가음동 7-1번지 3층 305호 중온빌딩 창원시 경상남도 KR,"['35.2068444', '128.701378']",34
대한민국 경상남도 창원시 성산구 대방동 332-5,"['35.2156546', '128.7053974']",1
대한민국 경상남도 창원시 성산구 웅남동 반월로,"['35.2074224', '128.635841']",7
대한민국 경상남도 창원시 성산구 가음정동,"['35.2073221', '128.6967317']",114
대한민국 경상남도 창원시 성산구 가음동 20-8,"['35.2061111', '128.6991667']",79
대한민국 경상남도 창원시 성산구 남산동 601-4,"['35.2026004', '128.6958153']",51
대한민국 경상남도 창원시 성산구 남양동 9,"['35.2129028', '128.7004459']",2
대한민국 경상남도 창원시 성산구 상남동 1-2,"['35.2246531', '128.6844546']",6
대한민국 경남 창원시 성산구 신촌동 23-3,"['35.197905', '128.629349']",18
대한민국 경상남도 창원시 성산구 토월동 비음로25번길 17,"['35.2310342', '128.6956723']",3
반지동 반지사거리,"['35.2415674', '128.6613452']",8
대한민국 경상남도 창원시 성산구 가음동 24-11,"['35.20571109999999', '128.6952042']",8
대한민국 경남 창원시 성산구 가음정동 24-3,"['35.2057389', '128.6966485']",16
대한민국 경기도 화성시 남양동 657-2,"['37.2084737', '126.8151763']",3
대한민국 서울특별시 강남구 도곡동 941-1,"['37.4901285', '127.0343273']",18
대한민국 서울특별시 동작구 대방동 상도로11길,"['37.500362', '126.9291703']",15
대한민국 경상남도 창원시 성산구 웅남동 40,"['35.2099044', '128.6603462']",45
대한민국 대구광역시 중구 남산1동 910-14,"['35.8648809', '128.5937511']",2
대한민국 경상남도 창원시 성산구 성주동 웅남로 726,"['35.1973374', '128.6896479']",101
대한민국 한강로2가 413번지 한신전자타운 B동 218호 용산구 서울특별시 KR,"['37.5340826', '126.9642473']",5
대한민국 성산구 성산동 77-1번지 창원SK테크노파크 테크존619호 창원시 경상남도 KR,"['35.2055971', '128.6637619']",38
대한민국 경상남도 창원시 성산구 신촌동 75-2,"['35.2129592', '128.6384315']",2
대한민국 경상남도 창원시 성산구 상남동 23-8,"['35.2210424', '128.681705']",1
대한민국 경상남도 창원시 성산구 상남동 45-1,"['35.2192928', '128.6916486']",5
대한민국 경상남도 창원시 성산구 성주동 30-5,"['35.1897132', '128.7027317']",6
대한민국 경상남도 창원시 성산구 상남동 74-6,"['35.2204035', '128.6782053']",2
대한민국 경상남도 창원시 성산구 신촌동 34,"['35.2037657', '128.6277105']",11
대한민국 경상남도 창원시 성산구 가음동 원이대로878번길 9,"['35.2085971', '128.6932113']",17
대한민국 경상남도 창원시 성산구 양곡동 201-1,"['35.208293', '128.6339876']",41
대한민국 경상남도 창원시 성산구 웅남동 반월로 46,"['35.2082375', '128.6345431']",13
대한민국 경상남도 창원시 성산구 상남동 9-4,"['35.2229589', '128.6864267']",5
대한민국 경상남도 창원시 성산구 성주동 47,"['35.1938792', '128.692788']",24
대한민국 경상남도 창원시 성산구 내동 456-21번지 일성그라미아파트 상가 1층 4호,"['35.2177834', '128.6686469']",26
대한민국 경상남도 창원시 성산구 남산동,"['35.1911017', '128.6952323']",10
대한민국 경상남도 창원시 성산구 안민동 237,"['35.1874192', '128.689728']",34
대한민국 경상남도 창원시 성산구 상남동 1-4,"['35.22438', '128.6849183']",3
대한민국 성산구 중앙동 99-1번지 8층 812호 메가플렉스 창원시 경상남도 KR,"['35.2213515', '128.6757294']",1
대한민국 경남 창원시 성산구 가음정동 21-2,"['35.2084053', '128.697565']",2
"대한민국 경상남도 창원시 창원시 마산회원구 마산, 봉암공단4길","['35.2176134', '128.5990165']",3
대한민국 부산광역시 금정구 구서2동 1006-1,"['35.2630449', '129.0849717']",3
대한민국 경상남도 창원시 성산구 상남동 69-4,"['35.2170428', '128.67665']",2
대한민국 경상남도 창원시 성산구 성주동 공단로 799,"['35.1867722', '128.7027912']",18
대한민국 경상남도 창원시 성산구 남산동 148,"['35.2025173', '128.7065643']",2
대한민국 성산구 남양동 22번지 광천목욕탕상가 1층 4호 창원시 경상남도 KR,"['35.2127497', '128.7021317']",5
대한민국 경상남도 창원시 성산구 대방동 338-3,"['35.2161546', '128.707786']",1
대한민국 경상남도 창원시 성산구 상남동 11-1,"['35.2226161', '128.685055']",4
대한민국 경상남도 창원시 성산구 성주동,"['35.1837972', '128.7055649']",8
대한민국 경상남도 창원시 성산구 웅남동 공단로271번길 39,"['35.2171567', '128.6539988']",164
대한민국 울산광역시 중구 성남동 48-8,"['35.555459', '129.32058']",1
대한민국 성산구 안민동 173-2번지 청솔파크 상가 4층 창원시 경상남도 KR,"['35.187163', '128.6894481']",4
대한민국 경상남도 창원시 성산구 안민동 163-5,"['35.1867688', '128.6894552']",29
대한민국 경상남도 창원시 성산구 중앙동 52-13,"['35.2224359', '128.6755681']",1
대한민국 경상남도 창원시 성산구 중앙동 57-16,"['35.223348', '128.676393']",1
대한민국 경상남도 창원시 성산구 성주동 30-6,"['35.190602', '128.703426']",49
웅남동 마산항 제5부두,"['35.1892391', '128.5941585']",3
대한민국 경상남도 창원시 성산구 안민동 143-7,"['35.1855468', '128.6904829']",39
대한민국 경상남도 창원시 성산구 천선동 1157,"['35.1860468', '128.6935937']",4
대한민국 경상남도 창원시 성산구 신촌동 72,"['35.2188476', '128.6486804']",4
대한민국 성산구 중앙동 93-1번지 평화상가오피스텔 오피스텔 916호 창원시 경상남도 KR,"['35.2247671', '128.6798958']",8
대한민국 경상남도 창원시 성산구 성주동,"['35.1863523', '128.6960379']",12
대한민국 경상남도 창원시 성산구 성주동 공단로 735,"['35.1895319', '128.6950231']",6
대한민국 경상남도 창원시 성산구 성주동 창원대로 1086,"['35.1984343', '128.7027314']",9
대한민국 경상남도 창원시 성산구 웅남동 44-6,"['35.214126', '128.652819']",33
대한민국 경상남도 창원시 성산구 안민동 70,"['35.1870744', '128.6922883']",42
대한민국 경상남도 창원시 성산구 웅남동 54,"['35.2067659', '128.6605407']",244
대한민국 경상남도 창원시 성산구 삼정자동 467-1,"['35.2012397', '128.7119805']",9
대한민국 부산광역시 녹산동,"['35.1244228', '128.8970867']",43
대한민국 성산구 남산동 601-4번지 창원시 경상남도 KR,"['35.2026192', '128.6958066']",37
대한민국 경상남도 창원시 성산구 신촌동 110-2,"['35.2094597', '128.6405981']",3
대한민국 경상남도 창원시 성산구 상남동,"['35.2202092', '128.6850103']",1
대한민국 경상남도 창원시 성산구 웅남동 44-5,"['35.2154037', '128.6532634']",3
대한민국 경상남도 창원시 창원시 성산구 대방동 대암로 203,"['35.2075538', '128.7114322']",7
대한민국 경상남도 창원시 성산구 동산로,"['35.2184076', '128.6903335']",4
대한민국 경상남도 창원시 성산구 사파동 동산로 166,"['35.2222561', '128.6939695']",14
대한민국 경상남도 창원시 성산구 반지동 반지로 16,"['35.2399312', '128.6602333']",1
대한민국 경상남도 창원시 성산구 외동 853-35,"['35.2122378', '128.6789833']",13
대한민국 성산구 대방동 357번지 창원시 경상남도 KR,"['35.2128563', '128.7078166']",22
대한민국 마산합포구 산호동 338-22번지 창원시 경상남도 KR,"['35.20898210000001', '128.5831891']",393
대한민국 성산구 대방동 355번지 성원상가3차아파트 210호 창원시 경상남도 KR,"['35.2151382', '128.7085075']",41
대한민국 경상남도 창원시 성산구 가음정동,"['35.208072', '128.6968428']",678
대한민국 성산구 상남동 36-2번지 2층 창원시 경상남도 KR,"['35.2193756', '128.6834428']",2
대한민국 경상남도 창원시 성산구 반지동 66-2,"['35.2400492', '128.6637106']",1
대한민국 웅남동,"['35.213247', '128.637423']",169
대한민국 경상남도 창원시 성산구 신촌동 66-5,"['35.2064038', '128.6020462']",1
대한민국 성산구 웅남동 62-8번지 창원시 경상남도 KR,"['35.2094093', '128.6574469']",1
대한민국 경상남도 창원시 성산구 성주동 5,"['35.1982971', '128.7028123']",21
대한민국 경상남도 창원시 성산구 내동 454-1,"['35.2225014', '128.6609762']",4
대한민국 서울특별시 양천구 신월5동 59-1,"['37.5391744', '126.8299014']",7
대한민국 경상남도 창원시 성산구 외동 853-20,"['35.2116546', '128.6789555']",14
대한민국 경상남도 창원시 성산구 중앙동 76-4,"['35.2278193', '128.6787329']",15
대한민국 경상남도 창원시 성산구 상남동 35-6,"['35.2197116', '128.6831732']",4
대한민국 경상남도 창원시 창원시 의창구 명서동 명서로77번길 21,"['35.2510661', '128.6505682']",1
대한민국 경상남도 창원시 마산합포구 산호동 323-3,"['35.2105141', '128.5849366']",1
대한민국 경상남도 창원시 성산구 성주동 24-9,"['35.1931572', '128.705398']",4
대한민국 경상남도 창원시 성산구 중앙동 89-6,"['35.2271527', '128.6796495']",1
대한민국 경상남도 창원시 성산구 남산동 604-17,"['35.1919628', '128.6955378']",17
대한민국 경상남도 창원시 창원시 성산구 성주동 공단로 732,"['35.1890186', '128.6937603']",1
대한민국 가음정동,"['35.209788', '128.695936']",14
대한민국 경상남도 창원시 성산구 중앙동 94-3,"['35.2247919', '128.6785107']",1
대한민국 경상남도 창원시 성산구 상남동 63,"['35.2180149', '128.6795942']",4
대한민국 부산시 중구 중앙대로 지하17,"['35.0988359', '129.036119']",69
대한민국 경상남도 창원시 성산구 신촌동 81-1,"['35.2065988', '128.6349875']",5
대한민국 경상남도 창원시 성산구 신촌동 192-23,"['35.208543', '128.6352097']",3
대한민국 경상남도 창원시 마산합포구 평화동 4-3,"['35.1882423', '128.5586338']",2
대한민국 경상남도 창원시 성산구 외동 853-36,"['35.2100437', '128.6828996']",2
대한민국 경상남도 창원시 성산구 사파동,"['35.2225425', '128.6955925']",9
대한민국 부산광역시 금정구 남산동 남산로 66,"['35.2677773', '129.0855492']",1
대한민국 경상남도 창원시 성산구 남산동 604-16,"['35.1935324', '128.6955985']",6
대한민국 경상남도 창원시 성산구 반림동 14-8,"['35.2354016', '128.6699835']",5
대한민국 경상남도 창원시 성산구 가음정동,"['35.2097106', '128.6938153']",2
대한민국 서울특별시 마포구 성산동 590-4,"['37.5656447', '126.9032546']",36
대한민국 경상남도 창원시 성산구 상남동 29-1번지 1층,"['35.2190571', '128.6799789']",35
대한민국 경상남도 창원시 성산구 상남동 34-2번지 1층,"['35.2205922', '128.6815801']",4
대한민국 경상남도 창원시 성산구 남산동 601-19,"['35.2044057', '128.6917323']",63
대한민국 가음정동,"['35.208797', '128.700595']",24
대한민국 경상남도 창원시 진해구 중앙동 6,"['35.1496616', '128.6611255']",2
대한민국 경상남도 창원시 성산구 상남동 17-6,"['35.2213889', '128.6855556']",1
대한민국 경상남도 창원시 성산구 상남동 마디미로22번길 17,"['35.22307', '128.6827882']",1
대한민국 경상남도 창원시 성산구 상남동 11-6번지 1층,"['35.2222921', '128.6851127']",8
대한민국 경상남도 창원시 성산구 적현로 311,"['35.1996342', '128.5960018']",7
대한민국 경남 창원시 성산구 상남동27-1,"['35.220848', '128.680955']",7
대한민국 경상남도 창원시 성산구 상남동 번지 1층 22-7 KR 102호 케이빌딩,"['35.22016050000001', '128.6834768']",1
대한민국 경상남도 창원시 성산구 삼정자동 341,"['35.1971846', '128.7096752']",1
대한민국 서울특별시 동작구 대방동 395-18,"['37.49990260000001', '126.9258221']",8
대한민국 경상남도 창원시 성산구 성산동 59,"['35.1983504', '128.6712344']",17
대한민국 경상남도 창원시 성산구 웅남동 63-3,"['35.2096266', '128.6562632']",28
대한민국 경상남도 창원시 성산구 성산동 52,"['35.2005447', '128.6767616']",64
대한민국 웅남동,"['35.208068', '128.626355']",2
대한민국 경상남도 창원시 성산구 신촌동 23-1,"['35.19990500000001', '128.6292105']",15
대한민국 경상남도 창원시 성산구 웅남동,"['35.199294', '128.6290438']",6
대한민국 경상남도 창원시 성산구 신촌동 22-1,"['35.2022522', '128.628583']",5
대한민국 성산구 중앙동 78-12번지 1층 대진상가 창원시 경상남도 KR,"['35.2275662', '128.6779275']",10
대한민국 경상남도 창원시 성산구 상남동 18-6 KR,"['35.2210928', '128.6851949']",3
대한민국 경상남도 창원시 성산구 성주동 정동로162번길 34,"['35.2029059', '128.6942599']",2
대한민국 경상남도 창원시 성산구 상남동 21-12,"['35.2209313', '128.6836215']",5
대한민국 경상남도 창원시 성산구 상남동 마디미로43번길 2 봉림빌딩,"['35.2205168', '128.683281']",1
대한민국 경상남도 창원시 성산구 삼정자동 삼정자로 79,"['35.2015533', '128.7141634']",74
대한민국 성산구 상남동 34-9번지 401호 우남빌딩 창원시 경상남도 KR,"['35.2204289', '128.6814524']",1
대한민국 경상남도 창원시 성산구 사파동 80,"['35.223284', '128.701426']",51
대한민국 경상남도 김해시 장유면 칠산로 128,"['35.1850495', '128.8355249']",6
대한민국 경상남도 창원시 성산구 가음동 12-15,"['35.2088388', '128.6903188']",8
대한민국 경상남도 창원시 성산구 상남동 마디미로9번길 9,"['35.2228742', '128.6864226']",1
대한민국 성산구 안민동 71번지 1층 104호 동양상가 빌딩 창원시 경상남도 KR,"['35.1868707', '128.6920259']",1
대한민국 웅남동 101 동부산아이존빌아파트,"['35.2010162', '128.6279323']",2
대한민국 경상남도 창원시 성산구 신촌동 33-8,"['35.198683', '128.6282106']",8
대한민국 경상남도 창원시 성산구 상남동 토월로43번길 39,"['35.2162646', '128.6783994']",14
대한민국 경상남도 창원시 성산구 가음정동,"['35.2079886', '128.6954541']",6
대한민국 경상남도 창원시 성산구 상남동 27-2,"['35.2206178', '128.6807202']",7
대한민국 경상남도 창원시 성산구 사파동 비음로4번길 33-11,"['35.227351', '128.699302']",50
대한민국 경상남도 창원시 진해구 이동 445-2,"['35.1553559', '128.6933446']",6
대한민국 경상남도 창원시 성산구 웅남동 61-46,"['35.2075157', '128.6551801']",36
대한민국 부산광역시 금정구 남산동 중앙대로2097번길 4,"['35.2715718', '129.0922208']",2
대한민국 성산구 상남동 2-1번지 창원시 경상남도 KR,"['35.2238063', '128.6859384']",3
대한민국 경상남도 창원시 성산구 천선동 102,"['35.1769927', '128.7173417']",25
대한민국 경상남도 창원시 성산구 신촌동 22-4,"['35.201516', '128.6294326']",2
대한민국 경상남도 창원시 성산구 성주동,"['35.2260699', '128.6986755']",2
대한민국 경상남도 창원시 성산구 상남동 1-1,"['35.224736', '128.684205']",2
대한민국 경상남도 창원시 성산구 가음정동,"['35.2067666', '128.6995926']",1
대한민국 경상남도 창원시 성산구 성주동 44,"['35.1963788', '128.6912603']",11
중앙동 중앙동오거리,"['35.2272083', '128.6775941']",11
대한민국 경상남도 창원시 마산합포구 반월동,"['35.189905', '128.5628281']",1
대한민국 경상남도 창원시 성산구 웅남동 62-5,"['35.20921', '128.65543']",16
대한민국 경상남도 창원시 성산구 성주동 곰절길,"['35.1828449', '128.7114518']",7
사파정동 불곡사사거리,"['35.2152102', '128.704453']",3
대한민국 경상남도 창원시 창원시 의창구 대원동 창원대로 494,"['35.2288684', '128.6493458']",4
대한민국 경상남도 창원시 성산구 반림동 16,"['35.2344017', '128.6690669']",1
대한민국 중앙동,"['35.217441', '128.67043']",20
대한민국 경상남도 창원시 성산구 반지동 반송로 16,"['35.2434181', '128.6605198']",1
대한민국 서울특별시 동작구 대방동 358번지 대동훼미리코아제상가 동 1층 133호,"['37.5097602', '126.9252499']",15
대한민국 경상남도 창원시 성산구 웅남동 62-6,"['35.2087378', '128.6562355']",1
대한민국 경상남도 창원시 창원시 성산구 웅남동 공단로 280,"['35.212654', '128.651958']",1
대한민국 경상남도 창원시 성산구 중앙동 용지로133번길 17,"['35.2281089', '128.6783989']",1
대한민국 경상남도 창원시 성산구 중앙동 원이대로580번길 2,"['35.2281696', '128.6781786']",1
대한민국 경상남도 김해시 서상동 70-8,"['35.2341834', '128.8812693']",3
대한민국 경상남도 창원시 성산구 중앙동 원이대로580번길,"['35.2266765', '128.6775135']",3
대한민국 경상남도 창원시 성산구 중앙동 용지로121번길,"['35.2274051', '128.6783126']",2
대한민국 경상남도 창원시 성산구 대방동,"['35.2081277', '128.7068697']",6
대한민국 서울특별시 서대문구 창천동,"['37.556452', '126.9370571']",2
대한민국 경상남도 창원시 성산구 웅남동 60-2,"['35.2074933', '128.6537258']",2
대한민국 경상남도 창원시 성산구 신촌동,"['35.1993218', '128.6285439']",3
대한민국 경상남도 창원시 성산구 상남동 마디미로10번길 3,"['35.22343000000001', '128.6848051']",1
대한민국 경상남도 창원시 성산구 사파동 창이대로663번길 1,"['35.2256508', '128.6990509']",7
대한민국 가음정동,"['35.210059', '128.699047']",14
대한민국 경상남도 창원시 성산구 신촌동 124-1,"['35.206738', '128.6508194']",6
대한민국 경상남도 창원시 성산구 가음동 20-12,"['35.2064889', '128.6985927']",23
대한민국 경상남도 창원시 성산구 성주동 안민안길,"['35.1873188', '128.6928393']",1
대한민국 경상남도 창원시 성산구 가음정동 391-9,"['35.20882', '128.6848941']",3
웅남동 정동사거리,"['35.200017', '128.6751784']",3
대한민국 성산구 성주동 30번지 1층 창원시 경상남도 KR,"['35.1871427', '128.7031774']",41
대한민국 경상남도 창원시 성산구 천선동 1142,"['35.1883521', '128.6943436']",5
대한민국 경상남도 창원시 성산구 사파동 99-3,"['35.221626', '128.7000366']",1
대한민국 경상남도 창원시 성산구 반지동 충혼로175번길,"['35.2411384', '128.6638173']",1
대한민국 경상남도 창원시 성산구 외동 853-12,"['35.2064885', '128.67965']",1
대한민국 서울특별시 동작구 상도동 22-56,"['37.505254', '126.945649']",6
대한민국 성산구 상남동 18-4번지 아도니스빌딩 701호 창원시 경상남도 KR,"['35.221353', '128.685084']",1
대한민국 경상남도 창원시 성산구 반지동 510,"['35.2402374', '128.6637418']",3
대한민국 성주동,"['35.202274', '128.696959']",11
대한민국 성산구 성주동 54번지 54번지 창원시 경상남도 KR,"['35.1954548', '128.6839309']",22
대한민국 경상남도 창원시 성산구 중앙동 89-3,"['35.227486', '128.6792884']",13
대한민국 경상남도 창원시 성산구 상남동 5-4,"['35.2238485', '128.6850182']",4
대한민국 경상남도 창원시 성산구 상남동 15-2,"['35.2228328', '128.6825963']",1
대한민국 경상남도 창원시 성산구 신촌동,"['35.2129871', '128.6457919']",4
대한민국 경상남도 창원시 성산구 상남동 43-3,"['35.2210303', '128.6873232']",4
대한민국 경상남도 창원시 성산구 상남동 56-9,"['35.2147932', '128.686788']",1
대한민국 경기도 김포시 사우동 921-2,"['37.6188338', '126.7206618']",29
대한민국 부산광역시 중구 동광동3가,"['35.1017802', '129.0346109']",2
대한민국 서울특별시 마포구 성산동 518-3,"['37.56991360000001', '126.8959831']",15
대한민국 경상남도 반림동 창원시 성산구 반림동 화성빌딩 내 2층,"['35.236055', '128.6719407']",3
대한민국 경상남도 창원시 성산구 대방동 1036-1,"['35.215766', '128.70162']",5
대한민국 경상남도 창원시 성산구 중앙동 중앙대로 90,"['35.220373', '128.679882']",1
대한민국 경상남도 창원시 성산구 중앙동 외동반림로 74,"['35.2264061', '128.6735523']",1
대한민국 남산동,"['35.203536', '128.706129']",1
대한민국 경상남도 창원시 성산구 안민동 산112,"['35.1768106', '128.6764409']",3
대한민국 경상남도 창원시 성산구 성주동 48-6,"['35.1920738', '128.6938991']",1
